publish_date,headline_place,headline_state,headline_text
20190417,city.dehradun,Uttarakhand,Woman dies under 'mysterious circumstances'; family says killed for dowry
20190513,city.dehradun,Uttarakhand,28-yr-old woman from Punjab killed on Kedarnath trek after being hit by boulder
20190516,city.dehradun,Uttarakhand,28-year-old woman from Punjab killed on Kedarnath trek after being hit by boulder
20190804,city.dehradun,Uttarakhand,Woman; 65; killed by leopard in Motichur range
20190226,city.dehradun,Uttarakhand,2 of stepfamily held for woman's murder
20191001,city.dehradun,Uttarakhand,Uttarakhand: Woman found dead; kin allege dowry murder
20191105,city.dehradun,Uttarakhand,Woman drowns her six-month-old son; charged with murder
20190417,city.dehradun,Uttarakhand,Woman dies under 'mysterious circumstances'; family says killed for dowry
20190513,city.dehradun,Uttarakhand,28-yr-old woman from Punjab killed on Kedarnath trek after being hit by boulder
20190516,city.dehradun,Uttarakhand,28-year-old woman from Punjab killed on Kedarnath trek after being hit by boulder
20190804,city.dehradun,Uttarakhand,Woman; 65; killed by leopard in Motichur range
20190126,city.delhi,Delhi,Woman was killed by 3 for resisting rape in Haryana's Jhajjar
20190126,city.delhi,Delhi,Delhi: Neighbour killed woman to get rid of Rs 12 lakh debt
20190129,city.delhi,Delhi,murder not suicide old couple killed by massage womans son in south delhis kailash colony
20190130,city.delhi,Delhi,Delhi: Teen who killed elderly couple entered in woman's garb
20190502,city.delhi,Delhi,Delhi: Woman doctor killed; flatmate on the run
20190531,city.delhi,Delhi,Woman; 4-year-old son killed in their central Delhi house
20190831,city.delhi,Delhi,Woman killed in building collapse in Delhi's Samaypur Badli
20191003,city.delhi,Delhi,Delhi: Speeding car rams 2 others; woman killed
20191027,city.delhi,Delhi,Delhi: 24-year-old man 'killed' by kin of woman he wanted to marry
20190519,city.delhi,Delhi,Delhi: Woman MNC executive throttled; robbed by two
20190625,city.delhi,Delhi,Family robbed; woman thrashed for resisting
20191001,city.delhi,Delhi,Delhi: Elderly woman offers help to bikers; robbed
20190308,city.delhi,Delhi,Delhi elderly woman beaten to death by neighbours
20190922,city.delhi,Delhi,Delhi: Woman seeking divorce beaten twice in 8 days by masked men
20190129,city.delhi,Delhi,murder not suicide old couple killed by massage womans son in south delhis kailash colony
20190305,city.delhi,Delhi,To frame a Tihar rival; Delhi gang murders woman
20190312,city.delhi,Delhi,Woman murders parents to grab Rs 50 lakh flat in Delhi
20190502,city.delhi,Delhi,Delhi: 65-year-old woman murdered at home
20190602,city.delhi,Delhi,Delhi: Juvenile relative held for murder of woman; child
20190605,city.delhi,Delhi,Delhi: Three months after woman's murder; cops arrest husband
20190627,city.delhi,Delhi,Delhi: Man who murdered woman eight years ago found dead in hospital
20190912,city.delhi,Delhi,woman murdered in vishwas nagar cops detain her husband
20191103,city.delhi,Delhi,Delhi: Three arrested for woman's murder
20190126,city.delhi,Delhi,Woman was killed by 3 for resisting rape in Haryana's Jhajjar
20190126,city.delhi,Delhi,Delhi: Neighbour killed woman to get rid of Rs 12 lakh debt
20190129,city.delhi,Delhi,murder not suicide old couple killed by massage womans son in south delhis kailash colony
20190130,city.delhi,Delhi,Delhi: Teen who killed elderly couple entered in woman's garb
20190423,city.delhi,Delhi,Speeding car hits bike; pregnant woman killed
20190502,city.delhi,Delhi,Delhi: Woman doctor killed; flatmate on the run
20190531,city.delhi,Delhi,Woman; 4-year-old son killed in their central Delhi house
20190831,city.delhi,Delhi,Woman killed in building collapse in Delhi's Samaypur Badli
20191003,city.delhi,Delhi,Delhi: Speeding car rams 2 others; woman killed
20191027,city.delhi,Delhi,Delhi: 24-year-old man 'killed' by kin of woman he wanted to marry
20190227,city.delhi,Delhi,Man who raped US woman gets 7-year jail
20190227,city.delhi,Delhi,Man who raped US woman gets 7-yr jail
20190405,city.delhi,Delhi,61-year-old mentally-ill woman raped in Delhi park
20190515,city.delhi,Delhi,Nepal woman on way to Mumbai gang-raped in Delhi by four
20190523,city.delhi,Delhi,Woman gang-raped in car in south Delhi
20190813,city.delhi,Delhi,Delhi: Uzbek woman raped by three men in car
20190918,city.delhi,Delhi,Homeless woman raped by 2 near south Delhi park
20191109,city.delhi,Delhi,Delhi: Woman officer pleaded with folded hands to stop violence
20190303,city.delhi,Delhi,Delhi: Women raise belans against domestic violence
20191218,city.delhi,Delhi,Jamia violence: For two women; 10 minutes seem to last forever
20190120,city.faridabad,,Many threats to woman before murder
20190123,city.gaya,,New twist to Gaya girl murder case as police arrest woman
20190302,city.ghaziabad,,62-year-old woman gets life term for murder over 'retirement benefits'
20190518,city.ghaziabad,,Ghaziabad: Woman found hanging; kin allege murder
20190528,city.ghaziabad,,Woman found dead; family claims murder over dowry
20190710,city.ghaziabad,,Ghaziabad murders and suicide: Woman's lover arrested
20191116,city.ghaziabad,,Truck hits bike; woman killed
20190330,city.ghaziabad,,Pregnant woman raped; two booked
20191116,city.ghaziabad,,Ghaziabad: Woman says cop raped her; threatened to harm family
20190820,city.goa,Goa,Bhoma woman held guilty for murdering hubby
20191017,city.goa,Goa,Quepem woman killed by 'lightning'
20190428,city.goa,Goa,Female domestic tourist found dead; murder suspected: Goa
20190206,city.gurgaon,Haryana,family of woman killed by scribe husband attack cops arrested
20190222,city.gurgaon,Haryana,30-yr-old woman killed; husband; in-laws booked
20190403,city.gurgaon,Haryana,Gurugram: Woman gets uncle killed by lover; tries to frame husband
20190717,city.gurgaon,Haryana,Gurugram: Woman killed; stuffed in plastic bag and dumped
20190711,city.gurgaon,Haryana,Executive has drinks; dinner with woman in hotel room; robbed
20190830,city.gurgaon,Haryana,Gurugram woman attendant beaten up for asking toll fee
20190120,city.gurgaon,Haryana,Many threats to woman before murder
20190122,city.gurgaon,Haryana,Suspecting infidelity; woman in Gurugram plots husband's murder with 6 neighbours
20190217,city.gurgaon,Haryana,Woman; brother-in-law get life term for murder
20190301,city.gurgaon,Haryana,Woman kills toddler; self; kin allege murder
20190331,city.gurgaon,Haryana,Husband's murder: Life for woman; her lover
20190816,city.gurgaon,Haryana,Labourer held for woman's murder in DLF-1
20190206,city.gurgaon,Haryana,family of woman killed by scribe husband attack cops arrested
20190222,city.gurgaon,Haryana,30-yr-old woman killed; husband; in-laws booked
20190403,city.gurgaon,Haryana,Gurugram: Woman gets uncle killed by lover; tries to frame husband
20190504,city.gurgaon,Haryana,Woman killed as car rams bicycle; driver held day after
20190717,city.gurgaon,Haryana,Gurugram: Woman killed; stuffed in plastic bag and dumped
20190525,city.gurgaon,Haryana,Gurugram: Woman raped by four for three years; rescued by cops
20190609,city.guwahati,Assam,Woman; son beaten to death in Assam
20190305,city.guwahati,Assam,Mentally challenged woman gang-raped in Assam
20190329,city.guwahati,Assam,Woman gang-raped; set on fire
20190304,city.hubballi,,70-year-old woman killed in accident
20190307,city.hubballi,,'Women in Black' hold lamps to take a stand against violence
20190413,city.hyderabad,Telangana,Hyderabad: Woman who killed niece in revenge act gets life term
20190814,city.hyderabad,Telangana,Hyderabad: Beggar killed for alleged misbehavior with woman
20190929,city.hyderabad,Telangana,Woman killed in wall collapse in Hyderabad
20191127,city.hyderabad,Telangana,Hyderabad: Woman killed as RTC temporary driver drags her to death
20190719,city.hyderabad,Telangana,Woman who robbed kids in police net
20190727,city.hyderabad,Telangana,Hyderabad: Police nab woman who sedated; robbed relatives
20190415,city.hyderabad,Telangana,Woman 'beaten' for feeding dogs: Cops order probe
20190507,city.hyderabad,Telangana,Woman trafficked to Muscat beaten up by employer; fighting for life at embassy
20190203,city.hyderabad,Telangana,Hyderabad: Liquor bottle barcode lands woman; kin behind bars for husband's murder
20190924,city.hyderabad,Telangana,Hyderabad: Woman held for murdering husband
20190413,city.hyderabad,Telangana,Hyderabad: Woman who killed niece in revenge act gets life term
20190814,city.hyderabad,Telangana,Hyderabad: Beggar killed for alleged misbehavior with woman
20190929,city.hyderabad,Telangana,Woman killed in wall collapse in Hyderabad
20191127,city.hyderabad,Telangana,Hyderabad: Woman killed as RTC temporary driver drags her to death
20190311,city.hyderabad,Telangana,Hyderabad: Woman gang-raped by brothers-in-law
20190928,city.hyderabad,Telangana,Hyderabad: Woman raped at poultry farm
20191201,city.hyderabad,Telangana,Telangana vet's rape and murder: Women's panel blames police; wants patrol personnel sacked
20191205,city.hyderabad,Telangana,Hyderabad rape-murder: Lawyers' drive to make women aware of rights
20190414,city.indore,,Woman forced to carry hubby on shoulders; beaten for eloping
20191010,city.indore,,MP: Ratlam woman kidnapped; gang-raped in front of child by ex-husband; kin
20190417,city.jaipur,Rajasthan,Rajasthan: Woman killed by brother-in-law in Karauli
20190422,city.jaipur,Rajasthan,Woman killed for dowry in Dholpur
20190501,city.jaipur,Rajasthan,Jaipur: Elderly woman killed in sleep; robbed of jewellery
20190517,city.jaipur,Rajasthan,Wedding party turns tragic as woman killed by lightning in Bundi district
20190825,city.jaipur,Rajasthan,Rasjasthan woman killed in row over water; brother-in-law booked
20190501,city.jaipur,Rajasthan,Jaipur: Elderly woman killed in sleep; robbed of jewellery
20190308,city.jaipur,Rajasthan,'Possessed' woman beaten up in Barmer
20190502,city.jaipur,Rajasthan,Daughter-in-law; transgender held for murdering 62-year-old woman
20190522,city.jaipur,Rajasthan,Man gets life sentence for murdering woman in Kota
20191212,city.jaipur,Rajasthan,Rajasthan: Kin of woman; whose body was found hanging; files case of gang-rape; murder
20190417,city.jaipur,Rajasthan,Rajasthan: Woman killed by brother-in-law in Karauli
20190422,city.jaipur,Rajasthan,Woman killed for dowry in Dholpur
20190501,city.jaipur,Rajasthan,Jaipur: Elderly woman killed in sleep; robbed of jewellery
20190517,city.jaipur,Rajasthan,Wedding party turns tragic as woman killed by lightning in Bundi district
20190711,city.jaipur,Rajasthan,Woman killed; 11 hurt after live wire falls on bus in Alwar
20190825,city.jaipur,Rajasthan,Rasjasthan woman killed in row over water; brother-in-law booked
20190312,city.jaipur,Rajasthan,Woman abducted; raped in Jhalawar; accused on the run
20190507,city.jaipur,Rajasthan,Woman gang-raped by five youths in Alwar
20190510,city.jaipur,Rajasthan,Woman raped by two inside health centre in Alwar
20190511,city.jaipur,Rajasthan,Woman gang-raped by 3 in Sikar; all accused held
20190526,city.jaipur,Rajasthan,Woman raped by 2 in Bikaner; case lodged
20190715,city.jaipur,Rajasthan,30-year-old woman gang-raped in Kota; five arrested
20190728,city.jaipur,Rajasthan,Woman raped by four; abducted in Bharatpur
20190903,city.jaipur,Rajasthan,55-year-old woman gang-raped by 3 men; husband thrashed
20190912,city.jaipur,Rajasthan,Rajasthan: Woman abducted; gang-raped for over a month in Behror
20190926,city.jaipur,Rajasthan,Delhi woman assaulted; raped; manager arrested
20191104,city.jaipur,Rajasthan,Rajasthan: 25-year-old woman raped by brother-in-law; lodges complaint
20191127,city.jaipur,Rajasthan,Rajasthan: Alwar woman given triple talaq; gang-raped by in-laws
20191226,city.jaipur,Rajasthan,Jaipur: Mentally challenged woman raped by neighbour; probe on
20190508,city.jodhpur,,Skeleton's DNA test reveals missing woman's murder
20190920,city.kanpur,Uttar Pradesh,killed for honour womans body traced 4 months later after court spurs police
20190228,city.kanpur,Uttar Pradesh,Woman found murdered at house of 'paramour'
20190323,city.kanpur,Uttar Pradesh,Woman; 65; found murdered at home
20190327,city.kanpur,Uttar Pradesh,Kanpur: One arrested for woman's murder; husband on the run
20190327,city.kanpur,Uttar Pradesh,Cops crack 65-year-old woman's murder case; arrest two accused
20190501,city.kanpur,Uttar Pradesh,Kanpur woman murdered in flat; unconscious hubby dies in hospital
20190410,city.kanpur,Uttar Pradesh,Two kids; woman; among four killed in accident on highway
20190517,city.kanpur,Uttar Pradesh,Kanpur woman killed as bus hits bike; catches fire
20190920,city.kanpur,Uttar Pradesh,killed for honour womans body traced 4 months later after court spurs police
20190429,city.kochi,Kerala,Kerala: Woman arrested for murder of infant daughter
20190619,city.kochi,Kerala,Thiruvananthapuram: Stalker tries to murder woman
20190705,city.kochi,Kerala,Woman died fighting sexual advances: Police on rubber estate murder
20190317,city.kochi,Kerala,Thrissur woman killed in New Zealand firing: Relatives
20190426,city.kochi,Kerala,Kerala: Missing woman's kin killed in accident
20190507,city.kochi,Kerala,Woman killed in accident as daughter looks on
20191129,city.kochi,Kerala,Perumbavoor murder: Accused used to harass women back home
20191007,city.kolhapur,Maharashtra,Kolhapur: Woman robbed of gold jewellery at knife point
20191213,city.kolhapur,Maharashtra,Woman robbed of gold chain
20191220,city.kolhapur,Maharashtra,Woman robbed of gold jewellery
20190824,city.kolkata,Bengal,Chinese woman; dad-in-law killed in Tangra
20191028,city.kolkata,Bengal,Woman lawyer killed at home in East Burdwan
20190405,city.kolkata,Bengal,Woman; 75; found murdered in Jodhpur Park apartment
20190622,city.kolkata,Bengal,Howrah: Woman plots son's murder; paramour executes it
20190721,city.kolkata,Bengal,Hubby; two killers held for Howrah woman's murder
20190812,city.kolkata,Bengal,Barasat woman arrested for aiding husband's murder
20191209,city.kolkata,Bengal,West Bengal: Woman; paramour held for man's murder
20190511,city.kolkata,Bengal,Woman killed in BT Road bike accident
20190824,city.kolkata,Bengal,Chinese woman; dad-in-law killed in Tangra
20191028,city.kolkata,Bengal,Woman lawyer killed at home in East Burdwan
20190807,city.kolkata,Bengal,lake gardens horror you should be raped woman tells girl in shorts
20190116,city.kolkata,Bengal,Shocking that women training to be nurses displayed such violence
20191010,city.kozhikode,,Suicide of murder accused in prison: DGP suspends two officials of women's jail
20190305,city.lucknow,Uttar Pradesh,Lucknow: Woman killed by cousin over property dispute
20190502,city.lucknow,Uttar Pradesh,Lucknow: Killed by paramour; woman's body dug out
20190604,city.lucknow,Uttar Pradesh,Woman robbed of jewellery; purse at gunpoint in Lucknow; FIR filed
20190913,city.lucknow,Uttar Pradesh,On her way to meet friend; woman robbed in Lucknow
20190326,city.lucknow,Uttar Pradesh,Lucknow: Woman was murdered in Para?
20190413,city.lucknow,Uttar Pradesh,Man who dialled murdered Para woman also missing
20190305,city.lucknow,Uttar Pradesh,Lucknow: Woman killed by cousin over property dispute
20190502,city.lucknow,Uttar Pradesh,Lucknow: Killed by paramour; woman's body dug out
20190630,city.lucknow,Uttar Pradesh,UP: Woman filmed trying on dress; blackmailed and raped
20191023,city.lucknow,Uttar Pradesh,More than one SC woman was raped in UP every day in 2017
20191215,city.ludhiana,Punjab,Woman found murdered; husband prime suspect
20190314,city.ludhiana,Punjab,Woman killed as car rolls over
20190212,city.ludhiana,Punjab,Woman dragged out of car; raped by 10 in Punjab
20190424,city.ludhiana,Punjab,Patiala: Lured with promise of job; 30-year-old woman raped
20191220,city.madurai,Tamil Nadu,Tamil Nadu: Divorced woman killed by father for refusing to remarry
20190206,city.madurai,Tamil Nadu,Search on for woman in ex-cop's murder
20190302,city.madurai,Tamil Nadu,Man gets five years rigorous imprisonment for murdering woman
20190329,city.madurai,Tamil Nadu,Woman; 22; found murdered in house
20190923,city.madurai,Tamil Nadu,Three people arrested for murdering woman in Sivaganga
20191111,city.madurai,Tamil Nadu,Madurai: Burglars murder elderly woman; get away with gold; cash
20191112,city.madurai,Tamil Nadu,Husband; siblings get life term for murdering woman
20191122,city.madurai,Tamil Nadu,Remains of woman murdered by trio exhumed
20191124,city.madurai,Tamil Nadu,Tamil Nadu: Kin of murdered woman assumed she is alive and happy
20191223,city.madurai,Tamil Nadu,Madras HC upholds conviction of man who murdered pregnant woman
20191220,city.madurai,Tamil Nadu,Tamil Nadu: Divorced woman killed by father for refusing to remarry
20191231,city.madurai,Tamil Nadu,woman with learning difficulties raped 1 held
20190313,city.mangaluru,Karnataka,Refusal to loan Rs 50k led to woman's murder
20190516,city.mangaluru,Karnataka,Repayment of Rs 60;000 led to woman's murder by couple
20191216,city.mangaluru,Karnataka,Aged woman who lived alone murdered; 1 held
20191128,city.mangaluru,Karnataka,Woman killed in accident on Udupi-Kochi NH
20190829,city.meerut,Uttar Pradesh,woman beaten disrobed in busy meerut market by mob which took her for child lifter
20190421,city.meerut,Uttar Pradesh,Woman pumps bullets into man to avenge brothers' murder
20190518,city.meerut,Uttar Pradesh,amroha woman who conned several youths on pretext of marriage found murdered
20190525,city.meerut,Uttar Pradesh,Woman; brother arrested for murder of husband; paramour on the run
20190913,city.meerut,Uttar Pradesh,23-year-old dalit woman found hanging at her neighbour's house; family alleges rape; murder
20190220,city.meerut,Uttar Pradesh,5 killed as car hits woman; falls into canal in Bulandshahr
20190514,city.meerut,Uttar Pradesh,fir reveals chilling details of hapur womans ordeal raped by 16 men in 5 years she also had a kid from her rapist
20190909,city.meerut,Uttar Pradesh,woman 25 waylaid gangraped by 4 in front of husband in ups amroha
20190516,city.mumbai,Maharashtra,Body on beach: Woman may have killed self
20190719,city.mumbai,Maharashtra,Malad woman killed in hit-and-run
20190806,city.mumbai,Maharashtra,Auto driver held for mishap that killed woman 15 days ago in Mumbai
20190814,city.mumbai,Maharashtra,Woman killed in parking lot hit-and-run in Mumbai
20191203,city.mumbai,Maharashtra,Mumbai: Woman looks for phone on tracks in dark; robbed
20190127,city.mumbai,Maharashtra,Auto driver held for murder of Goregaon woman
20190812,city.mumbai,Maharashtra,Mumbai: Woman scripts murder; errs during probe
20190516,city.mumbai,Maharashtra,Body on beach: Woman may have killed self
20190719,city.mumbai,Maharashtra,Malad woman killed in hit-and-run
20190806,city.mumbai,Maharashtra,Auto driver held for mishap that killed woman 15 days ago in Mumbai
20190814,city.mumbai,Maharashtra,Woman killed in parking lot hit-and-run in Mumbai
20190219,city.mumbai,Maharashtra,Birthday girl raped by friend; woman pal aids in sex assault
20190508,city.mumbai,Maharashtra,Woman 'raped' in 2016; kept ties with actor
20190801,city.mumbai,Maharashtra,HIV+ woman from Aurangabad gang-raped by four Mumbai men
20190914,city.mumbai,Maharashtra,Mumbai: Woman raped by bro-in-law at desolate spot; 3 others also sexually assault her
20190929,city.mumbai,Maharashtra,South Bombay woman gets Rs 2 lakh payout in domestic violence case
20190113,city.mumbai,Maharashtra,One in every four women in Mumbai affected by gender-based violence
20190831,city.mumbai,Maharashtra,Mumbai: Women panel seeks murder case as raped girl dies
20190302,city.mysuru,,Woman who robbed elderly bus passengers arrested
20190502,city.mysuru,,Woman; daughter murdered at estate in Somwarpet
20190501,city.nagpur,Maharashtra,Newly married woman among three killed in mishap
20190709,city.nagpur,Maharashtra,Woman robbed in car with chemical spray
20190214,city.nagpur,Maharashtra,Maharashtra BJP MLA; woman 'friend' beaten up by wife & kin
20190110,city.nagpur,Maharashtra,Woman; paramour murder hubby; try to portray it as suicide
20190217,city.nagpur,Maharashtra,35-year-old Chandrapur woman killed in tiger attack
20190501,city.nagpur,Maharashtra,Newly married woman among three killed in mishap
20190128,city.nagpur,Maharashtra,Divorcee woman raped by boyfriend
