publish_date,headline_place,headline_state,headline_text
20190203,city.nagpur,Maharashtra,Mentally ill woman raped by uncles
20190226,city.nagpur,Maharashtra,After month in shock; woman tells cops second husband raped daughter
20191026,city.nashik,Maharashtra,Maharashtra: Woman robbed of chain worth Rs 60;000
20191130,city.nashik,Maharashtra,Nashik: Woman robbed of gold chain in Panchavati
20190604,city.nashik,Maharashtra,Nashik woman 'murders' her 10-day-old daughter; held
20190821,city.navimumbai,Maharashtra,Was beaten in lock-up: Arrested delivery woman
20191110,city.navimumbai,Maharashtra,navi mumbai wanted for husbands murder woman lover attempt suicide
20191215,city.noida,Uttar Pradesh,Cabbie killed: Woman; brothers held
20190105,city.noida,Uttar Pradesh,Woman robbed of Rs 50;000 cash; new phone in Ghaziabad
20190109,city.noida,Uttar Pradesh,SHO faces murder charge for woman's death. Daughter says; 'I saw her being tortured in lockup'
20190122,city.noida,Uttar Pradesh,Woman found dead; family alleges murder
20190122,city.noida,Uttar Pradesh,Boyfriend; his brother booked for woman's murder in flat
20190427,city.noida,Uttar Pradesh,Woman burns to death; police probe murder angle
20190427,city.noida,Uttar Pradesh,Woman 'plots' husband's murder; held
20190721,city.noida,Uttar Pradesh,Brother-in-law; mother held for woman's murder
20191104,city.noida,Uttar Pradesh,woman found dead in avj heights murder suspected
20191215,city.noida,Uttar Pradesh,Cabbie killed: Woman; brothers held
20190817,city.noida,Uttar Pradesh,Woman offered lift says she was raped in car; dumped at Pari Chk
20190823,city.noida,Uttar Pradesh,Noida: Woman raped and battered by 5; but no one's looking for the suspects
20190627,city.patna,Bihar,50-year-old woman killed for practising 'witchcraft'
20191016,city.patna,Bihar,Bihar: Five killed; woman gang-raped; trader shot at; robbed of Rs 6 lakh
20191029,city.patna,Bihar,Bihar: Three killed; woman priest gang-raped in 24 hours
20191111,city.patna,Bihar,Woman among six killed; minor raped in Bihar in 24 hours
20191211,city.patna,Bihar,Buxar murder case solved: Father; brother killed woman
20191016,city.patna,Bihar,Bihar: Five killed; woman gang-raped; trader shot at; robbed of Rs 6 lakh
20191019,city.patna,Bihar,Bihar: Woman beaten to death in Kaimur; 4 arrested
20190528,city.patna,Bihar,Father-son duo get life term for murdering woman in Bihar's Begusarai
20190801,city.patna,Bihar,Patna: Woman detained in Bihta murder case
20191006,city.patna,Bihar,Pregnant woman found murdered in Jamui
20191013,city.patna,Bihar,Woman's murder sparks mob fury; boy hurt in police firing
20191208,city.patna,Bihar,Bihar: Two girls raped; woman found murdered in past 48 hours
20191211,city.patna,Bihar,Buxar murder case solved: Father; brother killed woman
20190627,city.patna,Bihar,50-year-old woman killed for practising 'witchcraft'
20191016,city.patna,Bihar,Bihar: Five killed; woman gang-raped; trader shot at; robbed of Rs 6 lakh
20191029,city.patna,Bihar,Bihar: Three killed; woman priest gang-raped in 24 hours
20191111,city.patna,Bihar,Woman among six killed; minor raped in Bihar in 24 hours
20191211,city.patna,Bihar,Buxar murder case solved: Father; brother killed woman
20190224,city.patna,Bihar,52-year-old woman raped
20190607,city.patna,Bihar,Bhagalpur woman raped and burnt by kin; dies
20191007,city.patna,Bihar,Woman gang-raped in Begusarai; 3 arrested
20191016,city.patna,Bihar,Bihar: Five killed; woman gang-raped; trader shot at; robbed of Rs 6 lakh
20191029,city.patna,Bihar,Bihar: Three killed; woman priest gang-raped in 24 hours
20191111,city.patna,Bihar,Woman among six killed; minor raped in Bihar in 24 hours
20191204,city.patna,Bihar,Hyderabad rerun: Woman gang-raped; shot & burnt in Bihar's Buxar
20191208,city.patna,Bihar,Bihar: Two girls raped; woman found murdered in past 48 hours
20191213,city.patna,Bihar,Woman gang-raped in Begusarai village
20191220,city.puducherry,,24-yr-old woman found murdered in Ambur forest
20190723,city.pune,Bihar,Pune: Alone at home; woman robbed of gold ornaments worth Rs 2.77 lakh
20191122,city.pune,Bihar,Pune: Woman out on morning walk robbed of gold chain at Dukkar Khind
20191216,city.pune,Bihar,Pune: 80-year-old woman; alone in flat; robbed
20190228,city.pune,Bihar,Pune: Woman; 9 others get life term for double murder
20190429,city.pune,Bihar,Pune: 75-year-old woman found murdered; son a suspect
20190929,city.pune,Bihar,Grandson booked for murder of elderly woman in Kalyaninagar flat
20191020,city.pune,Bihar,Bombay HC refuses to extend temporary bail of woman in Wadgaonsheri murder case
20191031,city.pune,Bihar,Pune: Woman in net for husband's murder
20191206,city.pune,Bihar,Bengaluru techie; woman among three held for MBA graduate's murder
20191215,city.pune,Bihar,Pune: 2 detained on charge of woman's murder
20190711,city.pune,Bihar,Woman killed by falling branch on Ghole road
20190409,city.pune,Bihar,Woman suffers fracture as parking feud turns violent
20191214,city.pune,Bihar,womens panel plea to cji to recall hc order in bpo rape and murder case
20191011,city.rajkot,Bihar,Rajkot: Woman killed; dumped in gutter
20191001,city.rajkot,Bihar,Rajkot: Elderly woman's murderer turns out to be serial killer
20191107,city.rajkot,Bihar,Woman; kin held for paramour's murder
20191011,city.rajkot,Bihar,Rajkot: Woman killed; dumped in gutter
20191027,city.rajkot,Bihar,Gujarat: Woman killed in rickshaw-truck collision
20190605,city.rajkot,Bihar,MP woman raped; her body burned in Morbi
20191025,city.rajkot,Bihar,Rajkot: Woman raped; burnt by relative succumbs
20191126,city.rajkot,Bihar,Ahmedabad woman gang raped in ceramic factory
20191208,city.rajkot,Bihar,Gujarat: Woman raped with promise of PSI job
20191112,city.salem,,Woman found murdered on roadside
20191113,city.salem,,80-year-old woman killed in house collapse in Salem
20191023,city.surat,,Woman loses husband; lover in murder plot: Both men drowned in lake during fisticuffs
20191218,city.surat,,Woman labourer found murdered in Pal
20190102,city.thane,Maharashtra,Woman; lover who killed husband held; had spiked his food with 30 sleeping pills
20190903,city.thane,Maharashtra,Woman killed in Thane; cops suspect absconding husband
20190904,city.thane,Maharashtra,Thane: Woman who killed 'alcoholic' husband gets life sentence
20190518,city.thane,Maharashtra,Thane: Woman; son robbed of Rs 30;000 at gunpoint
20190101,city.thane,Maharashtra,Woman; lover dump husband's body in hospital after murder; say it was an accident
20190102,city.thane,Maharashtra,Woman; lover who killed husband held; had spiked his food with 30 sleeping pills
20190903,city.thane,Maharashtra,Woman killed in Thane; cops suspect absconding husband
20190904,city.thane,Maharashtra,Thane: Woman who killed 'alcoholic' husband gets life sentence
20190914,city.thane,Maharashtra,Mumbai: Woman raped by bro-in-law at desolate spot; 3 others also sexually assault her
20190608,city.thiruvananthapuram,Kerala,2 held for murder of 62-year-old woman
20190120,city.thiruvananthapuram,Kerala,Woman killed as KSRTC bus rams two-wheeler
20190324,city.thiruvananthapuram,Kerala,Young woman killed in accident
20190113,city.trichy,Tamil Nadu,Elderly woman robbed in Trichy
20190209,city.trichy,Tamil Nadu,Elderly woman robbed of four sovereign gold chain
20190327,city.trichy,Tamil Nadu,Woman on bike robbed of her gold chain by duo
20190810,city.trichy,Tamil Nadu,Woman robbed of gold chain weighing 8 sovereigns
20190828,city.trichy,Tamil Nadu,Woman robbed of gold chain
20191108,city.trichy,Tamil Nadu,Trichy: Woman robbed of gold chain
20191115,city.trichy,Tamil Nadu,Chain-snatchers strike again; woman robbed of three sovereigns
20191228,city.trichy,Tamil Nadu,Woman robbed of gold chain in Trichy
20190910,city.trichy,Tamil Nadu,Woman found murdered in forest area
20191106,city.trichy,Tamil Nadu,Tamil Nadu: 65-yr-old woman found murdered; one arrested
20190916,city.trichy,Tamil Nadu,Woman killed in bike-truck collision near Trichy airport
20191106,city.trichy,Tamil Nadu,Tamil Nadu: Woman killed as wall collapses due to lightning
20190718,city.trichy,Tamil Nadu,Trichy: Mentally ill woman raped; impregnated; man; 30; arrested
20191230,city.udaipur,,Udaipur: Dead woman found; kin accuse hubby of murder
20190419,city.vadodara,Gujarat,Vadodara: Woman; mother killed by jilted lover
20190306,city.vadodara,Gujarat,Vadodara: Woman branded as witch; beaten
20190526,city.vadodara,Gujarat,Vadodara: Woman PSI beaten up in Alkapuri police chowki
20190822,city.vadodara,Gujarat,Man arrested for rape; murder of elderly woman
20191203,city.vadodara,Gujarat,Woman found hanging in Halol was murdered
20191228,city.vadodara,Gujarat,Gujarat: Woman's body exhumed after four months over murder suspicion
20190419,city.vadodara,Gujarat,Vadodara: Woman; mother killed by jilted lover
20191120,city.vadodara,Gujarat,Rajkot woman allegedly gang-raped in moving car
20190208,city.varanasi,Uttar Pradesh,Woman; son killed in mortar explosion
20191219,city.varanasi,Uttar Pradesh,Woman denies guava to kid; beaten to death
20190529,city.varanasi,Uttar Pradesh,Woman found murdered in Mirzapur district
20190208,city.varanasi,Uttar Pradesh,Woman; son killed in mortar explosion
20190803,city.varanasi,Uttar Pradesh,UP: Woman gang-raped after hubby loses her in gambling
20191128,city.vijayawada,Andhra Pradesh,AP: Woman killed by hubby for posting TikTok videos
20191205,city.vijayawada,Andhra Pradesh,Woman & baby girl killed; burnt bodies found in Andhra Pradesh
20191128,city.vijayawada,Andhra Pradesh,AP: Woman killed by hubby for posting TikTok videos
20191205,city.vijayawada,Andhra Pradesh,Woman & baby girl killed; burnt bodies found in Andhra Pradesh
20191103,city.visakhapatnam,,AP: Woman; kid killed in accident
