publish_date,headline_category,headline_text
20190508,city.mumbai,Woman 'raped' in 2016; kept ties with actor
20190510,city.jaipur,Woman raped by two inside health centre in Alwar
20190511,city.jaipur,Woman gang-raped by 3 in Sikar; all accused held
20190514,city.meerut,fir reveals chilling details of hapur womans ordeal raped by 16 men in 5 years she also had a kid from her rapist
20190514,india,Hapur woman sold off by dad; raped by 16 men in 5 yrs: FIR
20190515,city.delhi,Nepal woman on way to Mumbai gang-raped in Delhi by four
20190523,city.delhi,Woman gang-raped in car in south Delhi
20190524,city.bhopal,35-yr-old woman abducted; gang-raped by masked men in Bhopal
20190525,city.gurgaon,Gurugram: Woman raped by four for three years; rescued by cops
20190526,city.jaipur,Woman raped by 2 in Bikaner; case lodged
20190528,city.ahmedabad,Ahmedabad: 75-year-old woman beggar raped
20190601,city.bareilly,Woman raped by two; video of crime uploaded on social media
20190605,city.rajkot,MP woman raped; her body burned in Morbi
20190607,city.patna,Bhagalpur woman raped and burnt by kin; dies
20190611,city.bhopal,Married woman raped by acquaintance in Berasia
20190620,city.ahmedabad,Gujarat woman raped by 'naval officer'
20190627,city.ahmedabad,Ahmedabad: Mentally unstable woman raped; 15 weeks pregnant
20190628,city.agra,Gang-raped; woman succumbs to injuries; one accused held
20190628,city.bhopal,Tribal woman raped; paraded naked in Madhya Pradesh
20190630,city.lucknow,UP: Woman filmed trying on dress; blackmailed and raped
20190708,city.bhopal,Woman raped by husband and friend in Bhopal
20190715,city.jaipur,30-year-old woman gang-raped in Kota; five arrested
20190716,city.chandigarh,Woman kidnapped; raped inside moving car in Zirakpur
20190718,city.trichy,Trichy: Mentally ill woman raped; impregnated; man; 30; arrested
20190728,city.jaipur,Woman raped by four; abducted in Bharatpur
20190801,city.aurangabad,HIV+ woman from Aurangabad gang-raped by four Mumbai men
20190801,city.mumbai,HIV+ woman from Aurangabad gang-raped by four Mumbai men
20190803,city.varanasi,UP: Woman gang-raped after hubby loses her in gambling
20190807,city.kolkata,lake gardens horror you should be raped woman tells girl in shorts
20190813,city.delhi,Delhi: Uzbek woman raped by three men in car
20190817,city.noida,Woman offered lift says she was raped in car; dumped at Pari Chk
20190818,city.chandigarh,Panchkula: Woman raped for 15 months by spouse's cousin
20190821,india,Woman held captive; raped by 7 for 10 days
20190822,india,Bengal woman seeks refund of 'cut money' for housing plan; gang-raped
20190823,city.noida,Noida: Woman raped and battered by 5; but no one's looking for the suspects
20190903,city.jaipur,55-year-old woman gang-raped by 3 men; husband thrashed
20190909,city.meerut,woman 25 waylaid gangraped by 4 in front of husband in ups amroha
20190912,city.jaipur,Rajasthan: Woman abducted; gang-raped for over a month in Behror
20190914,city.mumbai,Mumbai: Woman raped by bro-in-law at desolate spot; 3 others also sexually assault her
20190914,city.thane,Mumbai: Woman raped by bro-in-law at desolate spot; 3 others also sexually assault her
20190918,city.delhi,Homeless woman raped by 2 near south Delhi park
20190926,city.jaipur,Delhi woman assaulted; raped; manager arrested
20190928,city.hyderabad,Hyderabad: Woman raped at poultry farm
20191007,city.patna,Woman gang-raped in Begusarai; 3 arrested
20191010,city.indore,MP: Ratlam woman kidnapped; gang-raped in front of child by ex-husband; kin
20191016,city.patna,Bihar: Five killed; woman gang-raped; trader shot at; robbed of Rs 6 lakh
20191023,city.lucknow,More than one SC woman was raped in UP every day in 2017
20191025,city.rajkot,Rajkot: Woman raped; burnt by relative succumbs
20191029,city.patna,Bihar: Three killed; woman priest gang-raped in 24 hours
20191103,city.agra,Woman; 22; gangraped; set afire in Aligarh
20191104,city.jaipur,Rajasthan: 25-year-old woman raped by brother-in-law; lodges complaint
20191111,city.patna,Woman among six killed; minor raped in Bihar in 24 hours
20191116,city.ghaziabad,Ghaziabad: Woman says cop raped her; threatened to harm family
20191120,city.vadodara,Rajkot woman allegedly gang-raped in moving car
20191126,city.rajkot,Ahmedabad woman gang raped in ceramic factory
20191127,city.jaipur,Rajasthan: Alwar woman given triple talaq; gang-raped by in-laws
20191204,city.patna,Hyderabad rerun: Woman gang-raped; shot & burnt in Bihar's Buxar
20191208,city.patna,Bihar: Two girls raped; woman found murdered in past 48 hours
20191208,city.rajkot,Gujarat: Woman raped with promise of PSI job
20191208,city.chandigarh,Woman raped on marriage assurance in Chandigarh
20191209,city.ahmedabad,Woman raped; abandoned by ex-boyfriend
20191210,city.allahabad,Woman 'raped' after promise of marriage; one held
20191210,india,Gang-raped & strangled; Chhattisgarh woman gets 4 accused arrested
20191213,city.patna,Woman gang-raped in Begusarai village
20191218,city.agra,Woman gang-raped by two relatives in Agra; accused arrested
20191218,city.ahmedabad,Ahmedabad: Video of man who raped woman at knifepoint circulates; arrests made
20191218,city.bareilly,Woman gang-raped by two relatives in Agra; accused arrested
20191226,city.jaipur,Jaipur: Mentally challenged woman raped by neighbour; probe on
20191229,city.agra,Agra police join in for last rites of woman who was raped; murdered; disowned
20191231,city.madurai,woman with learning difficulties raped 1 held
20190409,city.pune,Woman suffers fracture as parking feud turns violent
20190411,city.ahmedabad,Woman banker files domestic violence complaint
20190624,city.ahmedabad,Ahmedabad woman files unnatural sex; violence complaint
20190913,city.ahmedabad,Gujarat: Woman accuses husband; daughter of domestic violence
20190929,city.mumbai,South Bombay woman gets Rs 2 lakh payout in domestic violence case
20191109,city.delhi,Delhi: Woman officer pleaded with folded hands to stop violence
20190113,city.mumbai,One in every four women in Mumbai affected by gender-based violence
20190116,city.kolkata,Shocking that women training to be nurses displayed such violence
20190303,city.delhi,Delhi: Women raise belans against domestic violence
20190307,city.hubballi,'Women in Black' hold lamps to take a stand against violence
20190321,india,Marital violence top cause why women turn homeless
20190405,city.bengaluru,Women; transgenders demand a violence-free society
20190923,city.chennai,Chennai: Centre meant to help women facing violence needs aid
20190930,india,Lack of separate data on violence against disabled women upsets UN body
20191023,city.bhopal,Domestic violence against women: MP tops the chart
20191218,city.delhi,Jamia violence: For two women; 10 minutes seem to last forever
20190723,city.chennai,Chennai: 2 women murder auto driver for love of another man
20190831,city.mumbai,Mumbai: Women panel seeks murder case as raped girl dies
20191010,city.kozhikode,Suicide of murder accused in prison: DGP suspends two officials of women's jail
20191129,city.kochi,Perumbavoor murder: Accused used to harass women back home
20191201,city.hyderabad,Telangana vet's rape and murder: Women's panel blames police; wants patrol personnel sacked
20191205,city.hyderabad,Hyderabad rape-murder: Lawyers' drive to make women aware of rights
20191214,city.pune,womens panel plea to cji to recall hc order in bpo rape and murder case
20190421,india,Female relative; calls from Tiwari son's phone focus of murder probe
20190428,city.goa,Female domestic tourist found dead; murder suspected: Goa
20191020,city.gurgaon,Haryana: Female leopard killed in road accident on NH-8
