publish_date,headline_place,headline_state,headline_text
20210416,city.hyderabad,Telangana,Five held for woman's murder at Hyderabad's Saidabad
20210517,city.hyderabad,Telangana,60-yr-old woman murdered; kin say gold chain missing
20210802,city.hyderabad,Telangana,Four more arrested for role in woman advocate's murder
20210811,city.hyderabad,Telangana,Woman murdered in front of flatmate in Hyderabad; cops scour CCTV
20210815,city.hyderabad,Telangana,Couple held in Hyderabad for woman's murder
20210831,city.hyderabad,Telangana,Telangana: Murder-accused tribal woman thrashed and disrobed; 5 held
20210923,city.hyderabad,Telangana,55-year-old woman murdered in Nalgonda
20210924,city.hyderabad,Telangana,Telangana minister G Jagadish Reddy gheraoed by protesters over rape & murder of woman
20211001,city.hyderabad,Telangana,Woman; 4 others get life sentence for murder
20211014,city.hyderabad,Telangana,Hyderabad: Woman & lover arrested for husband's murder
20211022,city.hyderabad,Telangana,Woman & friend held for murder
20210119,city.hyderabad,Telangana,Woman; who killed husband with paramour's help; arrested
20210202,city.hyderabad,Telangana,Woman killed for 'performing black magic'
20210409,city.hyderabad,Telangana,Hyderabad: Woman returns to hubby after 14 years; killed
20210507,city.hyderabad,Telangana,Telangana: Worker killed for stalking woman
20210902,city.hyderabad,Telangana,Man who killed woman for gold held
20210912,city.hyderabad,Telangana,Telangana: French woman killed; adopted daughter held
20211124,city.hyderabad,Telangana,Woman killed by husband's two friends in Telangana
20211231,city.hyderabad,Telangana,Woman killed; hubby & son hurt as lorry hits bike
20210424,city.hyderabad,Telangana,Hyderabad: Woman claims man raped her with false promise of marriage
20210615,city.hyderabad,Telangana,Telangana: Woman raped by two; filmed by minor in Warangal
20211015,city.hyderabad,Telangana,Hyderabad: Woman guard gang-raped; robbed near Himayatsagar
20211218,city.hyderabad,Telangana,Married woman gangraped in Hyderabad
20210619,city.hyderabad,Telangana,Violence against women down in Telangana: NFHS survey
20211126,city.hyderabad,Telangana,36% married women suffered spousal violence in Telangana
20210730,city.hyderabad,Telangana,Jinnaram murder: Couple admit role in robbing 3 more women
20211005,city.hyderabad,Telangana,Tiger killed in Mulugu dist was female: PME report
20210725,city.agra,Uttar Pradesh,Delhi woman beaten up by girlfriend's kin in Uttar Pradesh lands in hospital
20210112,city.agra,Uttar Pradesh,Woman; 2 sons booked for murder
20210613,city.agra,Uttar Pradesh,Mathura: US woman held for attacking SI; booked for attempt to murder
20210723,city.agra,Uttar Pradesh,In brutal murder; woman; 3 children bleed to death after intruder slits throats in Agra
20211116,city.agra,Uttar Pradesh,Cops lodge murder case; send DNA samples of children; woman found dumped on Yamuna expressway for testing
20210502,city.agra,Uttar Pradesh,Woman; son among 3 killed in road accident
20210623,city.agra,Uttar Pradesh,Dalit woman gang-raped in Agra; five booked
20210922,city.agra,Uttar Pradesh,delhi woman says minor daughter raped in bus conductor arrested
20211126,city.agra,Uttar Pradesh,Uttar Pradesh: Woman raped on way back from police exam takes poison; Armyman arrested
20211127,city.agra,Uttar Pradesh,Mathura woman gang-raped in car; 2nd accused held
20211214,city.agra,Uttar Pradesh,Woman; 45; raped by drunk man in Mathura
20211218,city.agra,Uttar Pradesh,Aligarh woman; 35; attacked; gang-raped
20211224,city.agra,Uttar Pradesh,Firozabad woman; 18; gangraped by Instagram friend; his aide in moving car
20210302,city.allahabad,Uttar Pradesh,HC: Unless acquitted; murder accusedwoman can't get custody of her child
20210829,city.allahabad,Uttar Pradesh,Elderly woman tricked into getting gold loan; murdered
20211014,city.allahabad,Uttar Pradesh,Woman; daughter murdered in trans-Yamuna locality
20210903,city.bareilly,Uttar Pradesh,UP: Woman killed in fight over filling water at public tap
20210925,city.bareilly,Uttar Pradesh,Shahjahanpur couple's death: No honour killing; 'jilted' lover killed woman & took his life; claim cops
20210927,city.bareilly,Uttar Pradesh,engineering student in up tortured killed by kin of woman he loved face disfigured
20211021,city.bareilly,Uttar Pradesh,Woman intervenes in scuffle over old dispute; killed
20211223,city.bareilly,Uttar Pradesh,UP: Woman killed in celebratory firing on son's birthday bash; accused arrested
20210630,city.bareilly,Uttar Pradesh,Rampur: Woman beaten up mercilessly by daughter's in-laws; video goes viral
20210820,city.bareilly,Uttar Pradesh,beaten brutally for love match woman reaches thana in ambulance with complaint 4 held
20210106,city.bareilly,Uttar Pradesh,woman 50 gang raped brutalised murdered inside a place of worship in ups budaun
20210118,city.bareilly,Uttar Pradesh,budaun horror locals want temple where woman was gangraped murdered opened
20210121,city.bareilly,Uttar Pradesh,Skeletal remains of missing woman found; husband & father-in-law held for murder
20210215,city.bareilly,Uttar Pradesh,Woman's body found in Moradabad; police suspect rape; murder
20210219,city.bareilly,Uttar Pradesh,UP: 1 week on; kin; locals protest police failure to crack murder of Dalit woman
20210731,city.bareilly,Uttar Pradesh,'Honour killing': Father; his twin bro arrested for murder of woman outside police station
20210903,city.bareilly,Uttar Pradesh,UP: Woman killed in fight over filling water at public tap
20210925,city.bareilly,Uttar Pradesh,Shahjahanpur couple's death: No honour killing; 'jilted' lover killed woman & took his life; claim cops
20210927,city.bareilly,Uttar Pradesh,engineering student in up tortured killed by kin of woman he loved face disfigured
20211021,city.bareilly,Uttar Pradesh,Woman intervenes in scuffle over old dispute; killed
20211223,city.bareilly,Uttar Pradesh,UP: Woman killed in celebratory firing on son's birthday bash; accused arrested
20210106,city.bareilly,Uttar Pradesh,woman 50 gang raped brutalised murdered inside a place of worship in ups budaun
20210118,city.bareilly,Uttar Pradesh,Woman; 34; raped by brother-in-law; family forces her to live with him 'for honour'; court orders FIR
20210118,city.bareilly,Uttar Pradesh,budaun horror locals want temple where woman was gangraped murdered opened
20210302,city.bareilly,Uttar Pradesh,2 years since she was gang-raped; woman 'awaits' compensation she was promised; NHRC issues notice to UP
20210307,city.bareilly,Uttar Pradesh,26 years after she was gang raped son convinces woman to fight for justice
20210309,city.bareilly,Uttar Pradesh,dalit woman 27 onboard public transport raped by driver case registered over two months after crime
20210404,city.bareilly,Uttar Pradesh,30-year-old woman gangraped in Shahjahanpur; three arrested
20211110,city.bareilly,Uttar Pradesh,'Raped' by police officer; aide; woman threatens immolation at UP CM Yogi Adityanath rally; cop booked; suspended
20211115,city.bareilly,Uttar Pradesh,Cop; home guard save woman from being raped in moving auto; driver; aide nabbed
20211207,city.bareilly,Uttar Pradesh,UP: 20-year-old mentally-ill woman gang-raped in Rampur; 3 men booked
20210518,city.bareilly,Uttar Pradesh,Man thrashed to death for trying to save woman from violent husband in Bareilly
20210331,city.kanpur,Uttar Pradesh,Woman beaten to death in Holi dispute
20210712,city.kanpur,Uttar Pradesh,Kanpur: Former bandit; five others held for woman's murder
20210717,city.kanpur,Uttar Pradesh,Body of MP woman in inter-faith marriageexhumed in Jhansi on suspicion of murder
20210719,city.kanpur,Uttar Pradesh,Elderly woman found murdered; Needle of suspicion is on tenants who are absconding
20210129,city.kanpur,Uttar Pradesh,Woman killed in accident; mob sets afire police outpost; three dumpers in Bidhnoo
20210726,city.kanpur,Uttar Pradesh,Uttar Pradesh: 60-year-old Mahoba woman tied; gangraped
20211023,city.lucknow,Uttar Pradesh,Woman; 2 sons among 5 killed in house collapse in Jaunpur
20211125,city.lucknow,Uttar Pradesh,Triple murder in Uttar Pradesh: Jilted lover kills woman; her parents
20211125,city.lucknow,Uttar Pradesh,Triple murder in Uttar Pradesh: Jilted lover kills woman; her parents
20211228,city.lucknow,Uttar Pradesh,UP: Woman gets daughter murdered after being caught with her lover
20211023,city.lucknow,Uttar Pradesh,Woman; 2 sons among 5 killed in house collapse in Jaunpur
20210502,city.meerut,Uttar Pradesh,Woman killed; defaced; body found in drain
20210603,city.meerut,Uttar Pradesh,Muzaffarnagar: Woman killed by husband for not serving salad in dinner
20210902,city.meerut,Uttar Pradesh,Woman killed by son after she stops him from smuggling smack
20210213,city.meerut,Uttar Pradesh,Woman; 35; found murdered in field; 'lover' missing
20210615,city.meerut,Uttar Pradesh,Meerut: Woman who died days after 'love marriage' was murdered; confirms postmortem report
20210703,city.meerut,Uttar Pradesh,Hapur: Woman strangulates her toddler to death; later hangs herself; family suspects murder by in-laws
20210705,city.meerut,Uttar Pradesh,Hapur: Woman strangulates her toddler to death; later hangs herself; family suspects murder by in-laws
20210817,city.meerut,Uttar Pradesh,2 held for murder of delhi woman her friend cops say they were blackmailing accused
20210915,city.meerut,Uttar Pradesh,Woman; her gangster paramour get life term for murdering mother-in-law
20210929,city.meerut,Uttar Pradesh,Lover; friend held for woman's murder in Bijnor
20211107,city.meerut,Uttar Pradesh,Woman alleges father; brother murdered minor lover; moments after his body found hanging from a tree
20211121,city.meerut,Uttar Pradesh,headless armless body of woman found tattoo on decapitated arm leads police to the murderer her husband
20211215,city.meerut,Uttar Pradesh,Woman; lover get life term for murdering her husband
20210502,city.meerut,Uttar Pradesh,Woman killed; defaced; body found in drain
20210603,city.meerut,Uttar Pradesh,Muzaffarnagar: Woman killed by husband for not serving salad in dinner
20210812,city.meerut,Uttar Pradesh,Woman killed; 2 injured in firecracker explosion
20210902,city.meerut,Uttar Pradesh,Woman killed by son after she stops him from smuggling smack
20210126,city.meerut,Uttar Pradesh,24 days after woman SI's suicide; UP cops book instructor for abetment; kin say she was raped; blackmailed
20210130,city.meerut,Uttar Pradesh,Dalit woman gang-raped by six speaks up afteraccused sell assault video to locals for Rs 300 each
20210227,city.meerut,Uttar Pradesh,Noida woman abducted from Ghaziabad on NH-24; gang-raped
20211027,city.meerut,Uttar Pradesh,Uttar Pradesh: Woman gang-raped by maulvi; two others on 'nikah halala' pretext
20210614,city.meerut,Uttar Pradesh,two women teachers beat harasser to death in bijnor cops dont press murder charge
20210525,city.noida,Uttar Pradesh,Woman; son murdered in Kavi Ngr; relative held; one more on the run
20210712,city.noida,Uttar Pradesh,Woman; 2-year-old son killed as vehicle crashes into bike
20210227,city.noida,Uttar Pradesh,Noida woman abducted from Ghaziabad on NH-24; gang-raped
20210213,city.dehradun,Uttarakhand,Woman who killed step-daughter and hacked her body gets life term
20210522,city.dehradun,Uttarakhand,An 80-yo Covid-positive woman allegedly killed & looted in Haridwar; body sent for post-mortem despite Covid
20210927,city.dehradun,Uttarakhand,Given triple talaq; woman refuses to leave home; husband gets child killed to frame mom
20211001,city.dehradun,Uttarakhand,Woman; domestic help found killed were hit by heavy object; reveals autopsy
20210717,city.dehradun,Uttarakhand,Six-month pregnant woman beaten to death by brother-in-law in Roorkee
20210322,city.dehradun,Uttarakhand,Serial offender arrested for murder of 22-yr-old woman found dead in Doon
20210819,city.dehradun,Uttarakhand,2 days after noida woman found murdered in naini hotel her live in partner arrested from gzb
20210915,city.dehradun,Uttarakhand,30-year-old woman found murdered in Haridwar
20210930,city.dehradun,Uttarakhand,'Double murder': 55-year-old woman; servant found dead
20211028,city.dehradun,Uttarakhand,Dehradun: Man sentenced to life for murdering woman in 2014
20211101,city.dehradun,Uttarakhand,Woman's body found in US Nagar; police suspect rape; murder
20211113,city.dehradun,Uttarakhand,30-year-old woman sent to 14-day judicial remand for husband's murder
20210128,city.dehradun,Uttarakhand,First man-eater leopard killed in Uttarakhand forests this year; it had mauled a woman who had gone to bring fodder for her cattle
20210213,city.dehradun,Uttarakhand,Woman who killed step-daughter and hacked her body gets life term
20210522,city.dehradun,Uttarakhand,An 80-yo Covid-positive woman allegedly killed & looted in Haridwar; body sent for post-mortem despite Covid
20210612,city.dehradun,Uttarakhand,Uttarakhand: Forest department eliminates leopard which killed a woman on Thursday
20210927,city.dehradun,Uttarakhand,Given triple talaq; woman refuses to leave home; husband gets child killed to frame mom
20211001,city.dehradun,Uttarakhand,Woman; domestic help found killed were hit by heavy object; reveals autopsy
20210710,city.dehradun,Uttarakhand,Dehradun woman raped by social media 'friend' at Mussoorie hotel; accused on the run
20210822,city.dehradun,Uttarakhand,26-year-old woman raped by 'friend' in Haridwar
